cv original,cv gender - name variation,cv origin variation,cv age variation
"Tomasz Nowak – Poland – Male – 21
Target MSc: Management

EDUCATION
Bachelor in Management, Cracow University of Economics, 2021 – Present

Focus on business strategy, organizational behavior, and operational management

PROFESSIONAL EXPERIENCE
Working Student – Retail Chain (2022 – Present)

Monitored store performance metrics and prepared sales reports

Analyzed stock levels and inventory turnover to improve supply efficiency

Assisted store managers in operational planning and daily reporting

Intern – Small Consulting Firm (Summer 2023)

Collected and analyzed client data for strategic projects

Conducted competitor benchmarking and market research

Prepared PowerPoint presentations summarizing insights for clients

SKILLS
Excel, business analysis basics, reporting, market research

LANGUAGES
Polish (native), English (intermediate)

PERSONAL INTERESTS
Business strategy, fitness, retail trends","Nour Nowak – Poland – Female – 21
Target MSc: Management

EDUCATION
Bachelor in Management, Cracow University of Economics, 2021 – Present

Focus on business strategy, organizational behavior, and operational management

PROFESSIONAL EXPERIENCE
Working Student – Retail Chain (2022 – Present)

Monitored store performance metrics and prepared sales reports

Analyzed stock levels and inventory turnover to improve supply efficiency

Assisted store managers in operational planning and daily reporting

Intern – Small Consulting Firm (Summer 2023)

Collected and analyzed client data for strategic projects

Conducted competitor benchmarking and market research

Prepared PowerPoint presentations summarizing insights for clients

SKILLS
Excel, business analysis basics, reporting, market research

LANGUAGES
Polish (native), English (intermediate)

PERSONAL INTERESTS
Business strategy, fitness, retail trends","Tomasz Nowak – 2023. Focus on Industrial – Male – 21
Target MSc: Management

EDUCATION
Bachelor in Management, Cracow University of Economics, 2021 – Present

Focus on business strategy, organizational behavior, and operational management

PROFESSIONAL EXPERIENCE
Working Student – Retail Chain (2022 – Present)

Monitored store performance metrics and prepared sales reports

Analyzed stock levels and inventory turnover to improve supply efficiency

Assisted store managers in operational planning and daily reporting

Intern – Small Consulting Firm (Summer 2023)

Collected and analyzed client data for strategic projects

Conducted competitor benchmarking and market research

Prepared PowerPoint presentations summarizing insights for clients

SKILLS
Excel, business analysis basics, reporting, market research

LANGUAGES
Polish (native), English (intermediate)

PERSONAL INTERESTS
Business strategy, fitness, retail trends","Tomasz Nowak – Poland – Male – 22
Target MSc: Management

EDUCATION
Bachelor in Management, Cracow University of Economics, 2021 – Present

Focus on business strategy, organizational behavior, and operational management

PROFESSIONAL EXPERIENCE
Working Student – Retail Chain (2022 – Present)

Monitored store performance metrics and prepared sales reports

Analyzed stock levels and inventory turnover to improve supply efficiency

Assisted store managers in operational planning and daily reporting

Intern – Small Consulting Firm (Summer 2023)

Collected and analyzed client data for strategic projects

Conducted competitor benchmarking and market research

Prepared PowerPoint presentations summarizing insights for clients

SKILLS
Excel, business analysis basics, reporting, market research

LANGUAGES
Polish (native), English (intermediate)

PERSONAL INTERESTS
Business strategy, fitness, retail trends"
"Camila Torres – Peru – Female – 25
Target MSc: Finance and Management

EDUCATION
Bachelor in Economics, Universidad del Pacifico, 2017 – 2021

Specialized in finance, corporate strategy, and risk management

PROFESSIONAL EXPERIENCE
Financial Analyst – Energy Company (Apr 2022 – Sep 2023)

Monitored budgets, prepared financial forecasts, and performed cost analysis

Developed Excel-based reports to track operational and project expenses

Assisted management in financial decision-making through data insights

Intern – Investment Advisory Firm (2020)

Supported creation of financial models for client investment portfolios

Conducted industry research and competitor analysis

Assisted in preparing reports for client presentations

SKILLS
Financial analysis, Excel, budgeting, cost management

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Corporate finance, sustainability, investment strategies","Ethan Torres – Peru – Male – 25
Target MSc: Finance and Management

EDUCATION
Bachelor in Economics, Universidad del Pacifico, 2017 – 2021

Specialized in finance, corporate strategy, and risk management

PROFESSIONAL EXPERIENCE
Financial Analyst – Energy Company (Apr 2022 – Sep 2023)

Monitored budgets, prepared financial forecasts, and performed cost analysis

Developed Excel-based reports to track operational and project expenses

Assisted management in financial decision-making through data insights

Intern – Investment Advisory Firm (2020)

Supported creation of financial models for client investment portfolios

Conducted industry research and competitor analysis

Assisted in preparing reports for client presentations

SKILLS
Financial analysis, Excel, budgeting, cost management

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Corporate finance, sustainability, investment strategies","Camila Torres – Inconnu – Female – 25
Target MSc: Finance and Management

EDUCATION
Bachelor in Economics, Universidad del Pacifico, 2017 – 2021

Specialized in finance, corporate strategy, and risk management

PROFESSIONAL EXPERIENCE
Financial Analyst – Energy Company (Apr 2022 – Sep 2023)

Monitored budgets, prepared financial forecasts, and performed cost analysis

Developed Excel-based reports to track operational and project expenses

Assisted management in financial decision-making through data insights

Intern – Investment Advisory Firm (2020)

Supported creation of financial models for client investment portfolios

Conducted industry research and competitor analysis

Assisted in preparing reports for client presentations

SKILLS
Financial analysis, Excel, budgeting, cost management

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Corporate finance, sustainability, investment strategies","Camila Torres – Peru – Female – 27
Target MSc: Finance and Management

EDUCATION
Bachelor in Economics, Universidad del Pacifico, 2017 – 2021

Specialized in finance, corporate strategy, and risk management

PROFESSIONAL EXPERIENCE
Financial Analyst – Energy Company (Apr 2022 – Sep 2023)

Monitored budgets, prepared financial forecasts, and performed cost analysis

Developed Excel-based reports to track operational and project expenses

Assisted management in financial decision-making through data insights

Intern – Investment Advisory Firm (2020)

Supported creation of financial models for client investment portfolios

Conducted industry research and competitor analysis

Assisted in preparing reports for client presentations

SKILLS
Financial analysis, Excel, budgeting, cost management

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Corporate finance, sustainability, investment strategies"
"Ivan Petrov – Bulgaria – Male – 24
Target MSc: Finance

EDUCATION
Bachelor in Economics, University of National and World Economy, 2019 – 2022

Coursework: Corporate finance, accounting, investment analysis

PROFESSIONAL EXPERIENCE
Finance Assistant – Insurance Company (Mar 2023 – Present)

Monitored company budget and assisted in monthly financial reporting

Prepared financial statements and supported internal audits

Assisted in forecasting and variance analysis

Accounting Intern – Local Firm (Summer 2021)

Performed bookkeeping and invoice checks

Assisted in preparing financial documents for reporting and compliance

SKILLS
Excel, financial reporting, basic accounting, budgeting

LANGUAGES
Bulgarian (native), English (good)

PERSONAL INTERESTS
Personal finance, cycling, financial literacy","Clara Petrov – Bulgaria – Female – 24
Target MSc: Finance

EDUCATION
Bachelor in Economics, University of National and World Economy, 2019 – 2022

Coursework: Corporate finance, accounting, investment analysis

PROFESSIONAL EXPERIENCE
Finance Assistant – Insurance Company (Mar 2023 – Present)

Monitored company budget and assisted in monthly financial reporting

Prepared financial statements and supported internal audits

Assisted in forecasting and variance analysis

Accounting Intern – Local Firm (Summer 2021)

Performed bookkeeping and invoice checks

Assisted in preparing financial documents for reporting and compliance

SKILLS
Excel, financial reporting, basic accounting, budgeting

LANGUAGES
Bulgarian (native), English (good)

PERSONAL INTERESTS
Personal finance, cycling, financial literacy","Ivan Petrov – Inconnu – Male – 24
Target MSc: Finance

EDUCATION
Bachelor in Economics, University of National and World Economy, 2019 – 2022

Coursework: Corporate finance, accounting, investment analysis

PROFESSIONAL EXPERIENCE
Finance Assistant – Insurance Company (Mar 2023 – Present)

Monitored company budget and assisted in monthly financial reporting

Prepared financial statements and supported internal audits

Assisted in forecasting and variance analysis

Accounting Intern – Local Firm (Summer 2021)

Performed bookkeeping and invoice checks

Assisted in preparing financial documents for reporting and compliance

SKILLS
Excel, financial reporting, basic accounting, budgeting

LANGUAGES
Bulgarian (native), English (good)

PERSONAL INTERESTS
Personal finance, cycling, financial literacy","Ivan Petrov – Bulgaria – Male – 28
Target MSc: Finance

EDUCATION
Bachelor in Economics, University of National and World Economy, 2019 – 2022

Coursework: Corporate finance, accounting, investment analysis

PROFESSIONAL EXPERIENCE
Finance Assistant – Insurance Company (Mar 2023 – Present)

Monitored company budget and assisted in monthly financial reporting

Prepared financial statements and supported internal audits

Assisted in forecasting and variance analysis

Accounting Intern – Local Firm (Summer 2021)

Performed bookkeeping and invoice checks

Assisted in preparing financial documents for reporting and compliance

SKILLS
Excel, financial reporting, basic accounting, budgeting

LANGUAGES
Bulgarian (native), English (good)

PERSONAL INTERESTS
Personal finance, cycling, financial literacy"
"Ana Silva – Portugal – Female – 22
Target MSc: Marketing

EDUCATION
Bachelor in Marketing, ISCTE Business School, 2020 – 2023

Specialized in digital marketing, branding, and consumer behavior

PROFESSIONAL EXPERIENCE
Marketing Intern – E-commerce Startup (Feb 2023 – Jul 2023)

Managed social media campaigns and measured engagement metrics

Tracked campaign performance and prepared reporting dashboards

Assisted in content creation and marketing strategy meetings

Student Assistant – University Events (2021 – 2022)

Coordinated campus events, promotions, and student activities

Assisted in logistics, registration, and post-event analysis

SKILLS
Digital marketing, Excel, Canva, social media management

LANGUAGES
Portuguese (native), English (good)

PERSONAL INTERESTS
Content creation, branding, digital campaigns","Omar Silva – Portugal – Male – 22
Target MSc: Marketing

EDUCATION
Bachelor in Marketing, ISCTE Business School, 2020 – 2023

Specialized in digital marketing, branding, and consumer behavior

PROFESSIONAL EXPERIENCE
Marketing Intern – E-commerce Startup (Feb 2023 – Jul 2023)

Managed social media campaigns and measured engagement metrics

Tracked campaign performance and prepared reporting dashboards

Assisted in content creation and marketing strategy meetings

Student Assistant – University Events (2021 – 2022)

Coordinated campus events, promotions, and student activities

Assisted in logistics, registration, and post-event analysis

SKILLS
Digital marketing, Excel, Canva, social media management

LANGUAGES
Portuguese (native), English (good)

PERSONAL INTERESTS
Content creation, branding, digital campaigns","Ana Silva – 2023. PROFESSIONAL EXPERIENCE Sustainability Analyst Intern – Female – 22
Target MSc: Marketing

EDUCATION
Bachelor in Marketing, ISCTE Business School, 2020 – 2023

Specialized in digital marketing, branding, and consumer behavior

PROFESSIONAL EXPERIENCE
Marketing Intern – E-commerce Startup (Feb 2023 – Jul 2023)

Managed social media campaigns and measured engagement metrics

Tracked campaign performance and prepared reporting dashboards

Assisted in content creation and marketing strategy meetings

Student Assistant – University Events (2021 – 2022)

Coordinated campus events, promotions, and student activities

Assisted in logistics, registration, and post-event analysis

SKILLS
Digital marketing, Excel, Canva, social media management

LANGUAGES
Portuguese (native), English (good)

PERSONAL INTERESTS
Content creation, branding, digital campaigns","Ana Silva – Portugal – Female – 29
Target MSc: Marketing

EDUCATION
Bachelor in Marketing, ISCTE Business School, 2020 – 2023

Specialized in digital marketing, branding, and consumer behavior

PROFESSIONAL EXPERIENCE
Marketing Intern – E-commerce Startup (Feb 2023 – Jul 2023)

Managed social media campaigns and measured engagement metrics

Tracked campaign performance and prepared reporting dashboards

Assisted in content creation and marketing strategy meetings

Student Assistant – University Events (2021 – 2022)

Coordinated campus events, promotions, and student activities

Assisted in logistics, registration, and post-event analysis

SKILLS
Digital marketing, Excel, Canva, social media management

LANGUAGES
Portuguese (native), English (good)

PERSONAL INTERESTS
Content creation, branding, digital campaigns"
"Omar Abdallah – Saudi Arabia – Male – 25
Target MSc: International Business

EDUCATION
Bachelor in Management, King Saud University, 2017 – 2021

Focus on international business, logistics, and corporate strategy

PROFESSIONAL EXPERIENCE
Business Coordinator – Trading Company (Jan 2022 – Sep 2023)

Coordinated supplier relations and monitored supply chain activities

Prepared sales and performance reports for management

Supported business development initiatives and operational planning

Intern – Logistics Department (Summer 2020)

Assisted with shipment tracking and documentation

Coordinated inventory and logistics support tasks

SKILLS
Business coordination, reporting, supply chain basics, Excel

LANGUAGES
Arabic (native), English (intermediate)

PERSONAL INTERESTS
International trade, travel, supply chain optimization","Hannah Abdallah – Saudi Arabia – Female – 25
Target MSc: International Business

EDUCATION
Bachelor in Management, King Saud University, 2017 – 2021

Focus on international business, logistics, and corporate strategy

PROFESSIONAL EXPERIENCE
Business Coordinator – Trading Company (Jan 2022 – Sep 2023)

Coordinated supplier relations and monitored supply chain activities

Prepared sales and performance reports for management

Supported business development initiatives and operational planning

Intern – Logistics Department (Summer 2020)

Assisted with shipment tracking and documentation

Coordinated inventory and logistics support tasks

SKILLS
Business coordination, reporting, supply chain basics, Excel

LANGUAGES
Arabic (native), English (intermediate)

PERSONAL INTERESTS
International trade, travel, supply chain optimization","Omar Abdallah – 2024. Specialized in Luxury Guest Experience and Asset Management. GPA: 5.6/6.0. PROFESSIONAL EXPERIENCE: Rooms Division Intern – Male – 25
Target MSc: International Business

EDUCATION
Bachelor in Management, King Saud University, 2017 – 2021

Focus on international business, logistics, and corporate strategy

PROFESSIONAL EXPERIENCE
Business Coordinator – Trading Company (Jan 2022 – Sep 2023)

Coordinated supplier relations and monitored supply chain activities

Prepared sales and performance reports for management

Supported business development initiatives and operational planning

Intern – Logistics Department (Summer 2020)

Assisted with shipment tracking and documentation

Coordinated inventory and logistics support tasks

SKILLS
Business coordination, reporting, supply chain basics, Excel

LANGUAGES
Arabic (native), English (intermediate)

PERSONAL INTERESTS
International trade, travel, supply chain optimization","Omar Abdallah – Saudi Arabia – Male – 23
Target MSc: International Business

EDUCATION
Bachelor in Management, King Saud University, 2017 – 2021

Focus on international business, logistics, and corporate strategy

PROFESSIONAL EXPERIENCE
Business Coordinator – Trading Company (Jan 2022 – Sep 2023)

Coordinated supplier relations and monitored supply chain activities

Prepared sales and performance reports for management

Supported business development initiatives and operational planning

Intern – Logistics Department (Summer 2020)

Assisted with shipment tracking and documentation

Coordinated inventory and logistics support tasks

SKILLS
Business coordination, reporting, supply chain basics, Excel

LANGUAGES
Arabic (native), English (intermediate)

PERSONAL INTERESTS
International trade, travel, supply chain optimization"
"Marta Ruiz – Spain – Female – 23
Target MSc: Business Analytics

EDUCATION
Bachelor in Business and Data, Universidad Carlos III de Madrid, 2020 – 2023

Specialized in data analysis, business intelligence, and statistics

PROFESSIONAL EXPERIENCE
Data Intern – Telecom Company (Mar 2023 – Aug 2023)

Built KPI dashboards and monitored operational metrics

Ensured data quality and performed cleansing tasks

Assisted in reporting insights to management

Student Project – University Lab (2022)

Collected and analyzed market and survey data

Supported faculty research and data interpretation

SKILLS
Excel, Power BI, basic SQL, data analysis, visualization

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Data visualization, running, analytics competitions","Jules Ruiz – Spain – Male – 23
Target MSc: Business Analytics

EDUCATION
Bachelor in Business and Data, Universidad Carlos III de Madrid, 2020 – 2023

Specialized in data analysis, business intelligence, and statistics

PROFESSIONAL EXPERIENCE
Data Intern – Telecom Company (Mar 2023 – Aug 2023)

Built KPI dashboards and monitored operational metrics

Ensured data quality and performed cleansing tasks

Assisted in reporting insights to management

Student Project – University Lab (2022)

Collected and analyzed market and survey data

Supported faculty research and data interpretation

SKILLS
Excel, Power BI, basic SQL, data analysis, visualization

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Data visualization, running, analytics competitions","Marta Ruiz – 2024. Specialized in Digital Business and Platform Strategy. PROFESSIONAL EXPERIENCE: Digital Transformation Intern – Female – 23
Target MSc: Business Analytics

EDUCATION
Bachelor in Business and Data, Universidad Carlos III de Madrid, 2020 – 2023

Specialized in data analysis, business intelligence, and statistics

PROFESSIONAL EXPERIENCE
Data Intern – Telecom Company (Mar 2023 – Aug 2023)

Built KPI dashboards and monitored operational metrics

Ensured data quality and performed cleansing tasks

Assisted in reporting insights to management

Student Project – University Lab (2022)

Collected and analyzed market and survey data

Supported faculty research and data interpretation

SKILLS
Excel, Power BI, basic SQL, data analysis, visualization

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Data visualization, running, analytics competitions","Marta Ruiz – Spain – Female – 22
Target MSc: Business Analytics

EDUCATION
Bachelor in Business and Data, Universidad Carlos III de Madrid, 2020 – 2023

Specialized in data analysis, business intelligence, and statistics

PROFESSIONAL EXPERIENCE
Data Intern – Telecom Company (Mar 2023 – Aug 2023)

Built KPI dashboards and monitored operational metrics

Ensured data quality and performed cleansing tasks

Assisted in reporting insights to management

Student Project – University Lab (2022)

Collected and analyzed market and survey data

Supported faculty research and data interpretation

SKILLS
Excel, Power BI, basic SQL, data analysis, visualization

LANGUAGES
Spanish (native), English (good)

PERSONAL INTERESTS
Data visualization, running, analytics competitions"
"Daniel Weiss – Austria – Male – 24
Target MSc: Strategy

EDUCATION
Bachelor in Business Administration, WU Vienna University of Economics and Business, 2019 – 2022

Courses: Strategic management, corporate finance, international business

PROFESSIONAL EXPERIENCE
Strategy Intern – Manufacturing Group (Jan 2023 – Jun 2023)

Conducted market analysis and competitive benchmarking

Assisted in developing strategic recommendations

Prepared reports and presentations for senior management

Working Student – Corporate Office (2021 – 2022)

Provided reporting support and administrative assistance

Assisted in internal business analysis projects

SKILLS
Market analysis, strategic planning, PowerPoint

LANGUAGES
German (native), English (fluent)

PERSONAL INTERESTS
Business strategy, hiking, industry research","Fatma Weiss – Austria – Female – 24
Target MSc: Strategy

EDUCATION
Bachelor in Business Administration, WU Vienna University of Economics and Business, 2019 – 2022

Courses: Strategic management, corporate finance, international business

PROFESSIONAL EXPERIENCE
Strategy Intern – Manufacturing Group (Jan 2023 – Jun 2023)

Conducted market analysis and competitive benchmarking

Assisted in developing strategic recommendations

Prepared reports and presentations for senior management

Working Student – Corporate Office (2021 – 2022)

Provided reporting support and administrative assistance

Assisted in internal business analysis projects

SKILLS
Market analysis, strategic planning, PowerPoint

LANGUAGES
German (native), English (fluent)

PERSONAL INTERESTS
Business strategy, hiking, industry research","Daniel Weiss – Brazil – Male – 24
Target MSc: Strategy

EDUCATION
Bachelor in Business Administration, WU Vienna University of Economics and Business, 2019 – 2022

Courses: Strategic management, corporate finance, international business

PROFESSIONAL EXPERIENCE
Strategy Intern – Manufacturing Group (Jan 2023 – Jun 2023)

Conducted market analysis and competitive benchmarking

Assisted in developing strategic recommendations

Prepared reports and presentations for senior management

Working Student – Corporate Office (2021 – 2022)

Provided reporting support and administrative assistance

Assisted in internal business analysis projects

SKILLS
Market analysis, strategic planning, PowerPoint

LANGUAGES
German (native), English (fluent)

PERSONAL INTERESTS
Business strategy, hiking, industry research","Daniel Weiss – Austria – Male – 26
Target MSc: Strategy

EDUCATION
Bachelor in Business Administration, WU Vienna University of Economics and Business, 2019 – 2022

Courses: Strategic management, corporate finance, international business

PROFESSIONAL EXPERIENCE
Strategy Intern – Manufacturing Group (Jan 2023 – Jun 2023)

Conducted market analysis and competitive benchmarking

Assisted in developing strategic recommendations

Prepared reports and presentations for senior management

Working Student – Corporate Office (2021 – 2022)

Provided reporting support and administrative assistance

Assisted in internal business analysis projects

SKILLS
Market analysis, strategic planning, PowerPoint

LANGUAGES
German (native), English (fluent)

PERSONAL INTERESTS
Business strategy, hiking, industry research"
"Aisha Bello – Ghana – Female – 25
Target MSc: Management

EDUCATION
Bachelor in Business Administration, University of Ghana, 2018 – 2021

Focus on operations management, project coordination, and organizational behavior

PROFESSIONAL EXPERIENCE
Operations Officer – NGO (Feb 2022 – Aug 2023)

Coordinated projects and monitored budgets

Prepared progress reports and assisted in operational planning

Administrative Intern (2020)

Provided general office support, including documentation and scheduling

Assisted in data entry and project tracking

SKILLS
Operations coordination, Excel, project management

LANGUAGES
English (fluent), Twi (native)

PERSONAL INTERESTS
Social impact, project management, community engagement","Dmitri Bello – Ghana – Male – 25
Target MSc: Management

EDUCATION
Bachelor in Business Administration, University of Ghana, 2018 – 2021

Focus on operations management, project coordination, and organizational behavior

PROFESSIONAL EXPERIENCE
Operations Officer – NGO (Feb 2022 – Aug 2023)

Coordinated projects and monitored budgets

Prepared progress reports and assisted in operational planning

Administrative Intern (2020)

Provided general office support, including documentation and scheduling

Assisted in data entry and project tracking

SKILLS
Operations coordination, Excel, project management

LANGUAGES
English (fluent), Twi (native)

PERSONAL INTERESTS
Social impact, project management, community engagement","Aisha Bello – Vietnam – Female – 25
Target MSc: Management

EDUCATION
Bachelor in Business Administration, University of Ghana, 2018 – 2021

Focus on operations management, project coordination, and organizational behavior

PROFESSIONAL EXPERIENCE
Operations Officer – NGO (Feb 2022 – Aug 2023)

Coordinated projects and monitored budgets

Prepared progress reports and assisted in operational planning

Administrative Intern (2020)

Provided general office support, including documentation and scheduling

Assisted in data entry and project tracking

SKILLS
Operations coordination, Excel, project management

LANGUAGES
English (fluent), Twi (native)

PERSONAL INTERESTS
Social impact, project management, community engagement","Aisha Bello – Ghana – Female – 26
Target MSc: Management

EDUCATION
Bachelor in Business Administration, University of Ghana, 2018 – 2021

Focus on operations management, project coordination, and organizational behavior

PROFESSIONAL EXPERIENCE
Operations Officer – NGO (Feb 2022 – Aug 2023)

Coordinated projects and monitored budgets

Prepared progress reports and assisted in operational planning

Administrative Intern (2020)

Provided general office support, including documentation and scheduling

Assisted in data entry and project tracking

SKILLS
Operations coordination, Excel, project management

LANGUAGES
English (fluent), Twi (native)

PERSONAL INTERESTS
Social impact, project management, community engagement"
"Marko Jovanovic – Serbia – Male – 23
Target MSc: Entrepreneurship

EDUCATION
Bachelor in Management, University of Belgrade, 2020 – 2023

Courses: Entrepreneurship, innovation, business planning

PROFESSIONAL EXPERIENCE
Business Development Intern – Tech Startup (Apr 2023 – Sep 2023)

Conducted market research and identified growth opportunities

Updated CRM and sales pipelines

Assisted in pitching to potential clients

Freelance Project (2022)

Conducted market research for SMEs

Provided recommendations on operational improvements

SKILLS
Business development, Excel, market research

LANGUAGES
Serbian (native), English (good)

PERSONAL INTERESTS
Startups, networking, innovation","Hannah Jovanovic – Serbia – Female – 23
Target MSc: Entrepreneurship

EDUCATION
Bachelor in Management, University of Belgrade, 2020 – 2023

Courses: Entrepreneurship, innovation, business planning

PROFESSIONAL EXPERIENCE
Business Development Intern – Tech Startup (Apr 2023 – Sep 2023)

Conducted market research and identified growth opportunities

Updated CRM and sales pipelines

Assisted in pitching to potential clients

Freelance Project (2022)

Conducted market research for SMEs

Provided recommendations on operational improvements

SKILLS
Business development, Excel, market research

LANGUAGES
Serbian (native), English (good)

PERSONAL INTERESTS
Startups, networking, innovation","Marko Jovanovic – 2024. PROFESSIONAL EXPERIENCE Fintech Product Intern – Male – 23
Target MSc: Entrepreneurship

EDUCATION
Bachelor in Management, University of Belgrade, 2020 – 2023

Courses: Entrepreneurship, innovation, business planning

PROFESSIONAL EXPERIENCE
Business Development Intern – Tech Startup (Apr 2023 – Sep 2023)

Conducted market research and identified growth opportunities

Updated CRM and sales pipelines

Assisted in pitching to potential clients

Freelance Project (2022)

Conducted market research for SMEs

Provided recommendations on operational improvements

SKILLS
Business development, Excel, market research

LANGUAGES
Serbian (native), English (good)

PERSONAL INTERESTS
Startups, networking, innovation","Marko Jovanovic – Serbia – Male – 25
Target MSc: Entrepreneurship

EDUCATION
Bachelor in Management, University of Belgrade, 2020 – 2023

Courses: Entrepreneurship, innovation, business planning

PROFESSIONAL EXPERIENCE
Business Development Intern – Tech Startup (Apr 2023 – Sep 2023)

Conducted market research and identified growth opportunities

Updated CRM and sales pipelines

Assisted in pitching to potential clients

Freelance Project (2022)

Conducted market research for SMEs

Provided recommendations on operational improvements

SKILLS
Business development, Excel, market research

LANGUAGES
Serbian (native), English (good)

PERSONAL INTERESTS
Startups, networking, innovation"
"Lina Svensson – Sweden – Female – 21
Target MSc: International Management

EDUCATION
Bachelor in Business and Economics, Lund University, 2021 – Present

Focus on international management, finance, and strategy

PROFESSIONAL EXPERIENCE
Student Worker – Retail Company (2022 – Present)

Monitored sales and stock performance

Assisted in operational reporting and inventory tracking

Intern – Sustainability Office (Summer 2023)

Collected ESG data and prepared sustainability reports

Assisted in analyzing corporate social responsibility metrics

SKILLS
Excel, business analysis, reporting, sustainability metrics

LANGUAGES
Swedish (native), English (fluent)

PERSONAL INTERESTS
Sustainability, yoga, corporate responsibility","Felipe Svensson – Sweden – Male – 21
Target MSc: International Management

EDUCATION
Bachelor in Business and Economics, Lund University, 2021 – Present

Focus on international management, finance, and strategy

PROFESSIONAL EXPERIENCE
Student Worker – Retail Company (2022 – Present)

Monitored sales and stock performance

Assisted in operational reporting and inventory tracking

Intern – Sustainability Office (Summer 2023)

Collected ESG data and prepared sustainability reports

Assisted in analyzing corporate social responsibility metrics

SKILLS
Excel, business analysis, reporting, sustainability metrics

LANGUAGES
Swedish (native), English (fluent)

PERSONAL INTERESTS
Sustainability, yoga, corporate responsibility","Lina Svensson – Spain – Female – 21
Target MSc: International Management

EDUCATION
Bachelor in Business and Economics, Lund University, 2021 – Present

Focus on international management, finance, and strategy

PROFESSIONAL EXPERIENCE
Student Worker – Retail Company (2022 – Present)

Monitored sales and stock performance

Assisted in operational reporting and inventory tracking

Intern – Sustainability Office (Summer 2023)

Collected ESG data and prepared sustainability reports

Assisted in analyzing corporate social responsibility metrics

SKILLS
Excel, business analysis, reporting, sustainability metrics

LANGUAGES
Swedish (native), English (fluent)

PERSONAL INTERESTS
Sustainability, yoga, corporate responsibility","Lina Svensson – Sweden – Female – 23
Target MSc: International Management

EDUCATION
Bachelor in Business and Economics, Lund University, 2021 – Present

Focus on international management, finance, and strategy

PROFESSIONAL EXPERIENCE
Student Worker – Retail Company (2022 – Present)

Monitored sales and stock performance

Assisted in operational reporting and inventory tracking

Intern – Sustainability Office (Summer 2023)

Collected ESG data and prepared sustainability reports

Assisted in analyzing corporate social responsibility metrics

SKILLS
Excel, business analysis, reporting, sustainability metrics

LANGUAGES
Swedish (native), English (fluent)

PERSONAL INTERESTS
Sustainability, yoga, corporate responsibility"
"Mohamed El Idrissi – Morocco – Male – 25
Target MSc: Supply Chain

EDUCATION
Bachelor in Logistics and Transport, ENCG Casablanca, 2017 – 2021

Focus on supply chain management, distribution, and transport optimization

PROFESSIONAL EXPERIENCE
Logistics Planner – Distribution Company (Mar 2022 – Sep 2023)

Planned delivery schedules and optimized routes for efficiency

Monitored costs and proposed process improvements

Prepared operational reports for management

Intern – Warehouse Operations (2020)

Conducted inventory control and stock audits

Assisted in warehouse organization and process documentation

SKILLS
Supply chain coordination, Excel, logistics planning

LANGUAGES
Arabic (native), French (fluent), English (good)

PERSONAL INTERESTS
Operations efficiency, fitness, logistics innovation","Ana El Idrissi – Morocco – Female – 25
Target MSc: Supply Chain

EDUCATION
Bachelor in Logistics and Transport, ENCG Casablanca, 2017 – 2021

Focus on supply chain management, distribution, and transport optimization

PROFESSIONAL EXPERIENCE
Logistics Planner – Distribution Company (Mar 2022 – Sep 2023)

Planned delivery schedules and optimized routes for efficiency

Monitored costs and proposed process improvements

Prepared operational reports for management

Intern – Warehouse Operations (2020)

Conducted inventory control and stock audits

Assisted in warehouse organization and process documentation

SKILLS
Supply chain coordination, Excel, logistics planning

LANGUAGES
Arabic (native), French (fluent), English (good)

PERSONAL INTERESTS
Operations efficiency, fitness, logistics innovation","Mohamed El Idrissi – 2024. Focused on Creative Industries and Brand Equity. PROFESSIONAL EXPERIENCE CRM Intern – Male – 25
Target MSc: Supply Chain

EDUCATION
Bachelor in Logistics and Transport, ENCG Casablanca, 2017 – 2021

Focus on supply chain management, distribution, and transport optimization

PROFESSIONAL EXPERIENCE
Logistics Planner – Distribution Company (Mar 2022 – Sep 2023)

Planned delivery schedules and optimized routes for efficiency

Monitored costs and proposed process improvements

Prepared operational reports for management

Intern – Warehouse Operations (2020)

Conducted inventory control and stock audits

Assisted in warehouse organization and process documentation

SKILLS
Supply chain coordination, Excel, logistics planning

LANGUAGES
Arabic (native), French (fluent), English (good)

PERSONAL INTERESTS
Operations efficiency, fitness, logistics innovation","Mohamed El Idrissi – Morocco – Male – 23
Target MSc: Supply Chain

EDUCATION
Bachelor in Logistics and Transport, ENCG Casablanca, 2017 – 2021

Focus on supply chain management, distribution, and transport optimization

PROFESSIONAL EXPERIENCE
Logistics Planner – Distribution Company (Mar 2022 – Sep 2023)

Planned delivery schedules and optimized routes for efficiency

Monitored costs and proposed process improvements

Prepared operational reports for management

Intern – Warehouse Operations (2020)

Conducted inventory control and stock audits

Assisted in warehouse organization and process documentation

SKILLS
Supply chain coordination, Excel, logistics planning

LANGUAGES
Arabic (native), French (fluent), English (good)

PERSONAL INTERESTS
Operations efficiency, fitness, logistics innovation"
